data	close
10-05-2011	4.28
10-05-2011	4.43
10-04-2011	4.7
10-04-2011	4.47
10-04-2011	4.9
10-03-2011	4.63
10-03-2011	4.45
10-03-2011	4.53
10-02-2011	4.75
10-01-2011	4.2
10-01-2011	4.6
10-01-2011	4.45
09-30-2011	4.63
09-30-2011	4.43
09-29-2011	4.8
09-29-2011	4.43
09-29-2011	4.47
09-28-2011	4.9
09-28-2011	4.93
09-27-2011	4.43
09-26-2011	4.3
09-26-2011	4.5
09-26-2011	3.93
09-26-2011	4.88
09-26-2011	4.68
09-26-2011	4.85
09-26-2011	4.55
09-25-2011	4.43
09-25-2011	4.43
09-25-2011	4.15
09-25-2011	4.85
09-25-2011	4.78
09-24-2011	4.85
09-24-2011	4.58
09-24-2011	4.19
09-23-2011	4.58
09-23-2011	4.7
09-23-2011	4.4
09-22-2011	4.4
09-22-2011	4.9
09-22-2011	4.98
09-21-2011	4.63
09-21-2011	4.33
09-21-2011	4.88
09-20-2011	4.78
09-19-2011	4.53
09-18-2011	4.58
09-18-2011	3.75
09-18-2011	3.83
09-18-2011	4.53
09-18-2011	4.5
09-17-2011	4.63
09-17-2011	4.95
09-17-2011	4.55
09-16-2011	4.75
09-16-2011	4.1
09-16-2011	4.38
09-15-2011	4.63
09-15-2011	4.97
09-15-2011	3.95
09-15-2011	5.0
09-15-2011	4.9
09-15-2011	4.55
09-14-2011	4.53
09-13-2011	4.38
09-12-2011	4.6
09-10-2011	4.93
09-09-2011	4.9
09-07-2011	4.9
09-05-2011	4.97
09-03-2011	4.9
09-03-2011	4.78
09-02-2011	4.68
09-02-2011	4.58
09-02-2011	4.7
08-06-2011	4.45
08-06-2011	4.83
08-03-2011	4.78
08-02-2011	4.5
07-24-2011	5.0
07-24-2011	4.38
07-22-2011	4.33
07-19-2011	4.13
07-19-2011	4.97
07-18-2011	4.75
07-16-2011	4.65
07-07-2011	4.97
06-08-2011	4.93
06-07-2011	4.47
05-17-2011	4.38
03-30-2011	4.2
03-27-2011	4.35
03-25-2011	4.22
03-22-2011	4.43
03-19-2011	4.5
03-18-2011	4.63
03-06-2011	4.6
03-04-2011	4.35
02-24-2011	4.63
02-24-2011	5.0
02-23-2011	4.9
02-20-2011	4.2
02-14-2011	4.65
02-05-2011	4.38
02-04-2011	4.28
01-26-2011	3.85
01-22-2011	4.95
01-16-2011	4.43
01-16-2011	4.3
01-14-2011	4.4
01-14-2011	4.93
01-10-2011	4.88
01-09-2011	4.72
01-08-2011	4.65
01-07-2011	4.45
01-04-2011	4.7
01-03-2011	4.93
01-03-2011	4.8
01-03-2011	3.98
01-02-2011	4.38
12-31-2010	4.38
12-31-2010	4.15
12-29-2010	4.0
12-29-2010	4.58
12-29-2010	4.2
12-29-2010	4.43
12-28-2010	4.08
12-28-2010	4.38
12-28-2010	4.55
12-28-2010	4.33
12-27-2010	4.7
12-25-2010	4.45
12-25-2010	4.53
12-25-2010	4.6
12-25-2010	4.43
12-24-2010	4.22
12-23-2010	4.63
12-23-2010	4.63
12-23-2010	4.53
12-23-2010	4.38
12-23-2010	4.53
12-23-2010	5.0
12-22-2010	3.85
12-22-2010	4.47
12-22-2010	4.7
12-22-2010	4.8
12-19-2010	4.18
12-19-2010	4.93
12-19-2010	4.55
12-19-2010	4.7
12-19-2010	4.88
12-19-2010	4.43
12-18-2010	4.58
12-18-2010	4.97
12-18-2010	4.75
12-17-2010	4.68
12-17-2010	4.97
12-16-2010	4.68
12-15-2010	4.0
12-15-2010	4.72
12-15-2010	3.98
12-15-2010	5.0
12-15-2010	4.93
12-14-2010	4.2
12-14-2010	4.97
12-14-2010	4.68
12-13-2010	4.72
12-13-2010	4.15
12-13-2010	3.88
12-12-2010	4.72
12-12-2010	4.7
12-12-2010	4.6
12-12-2010	4.97
12-12-2010	4.33
12-12-2010	4.63
12-12-2010	4.45
12-11-2010	4.65
12-11-2010	4.58
12-11-2010	4.05
12-11-2010	4.47
12-11-2010	4.65
12-11-2010	5.0
12-11-2010	4.4
12-09-2010	4.72
12-09-2010	4.4
12-09-2010	4.72
12-09-2010	4.53
12-08-2010	4.63
12-08-2010	4.58
12-08-2010	4.53
12-07-2010	4.55
12-07-2010	4.85
12-06-2010	4.65
12-05-2010	4.95
12-05-2010	4.03
10-13-2010	5.0
10-12-2010	4.75
10-10-2010	4.8
10-04-2010	4.93
10-02-2010	4.7
09-03-2010	4.6
08-26-2010	4.5
08-10-2010	4.45
08-09-2010	4.85
08-08-2010	4.88
08-03-2010	5.0
03-10-2010	4.68
03-09-2010	4.95
09-28-2009	4.88
05-19-2009	4.93
04-20-2009	4.0
02-02-2009	4.5
01-28-2009	5.0
12-01-2008	4.83
06-09-2007	4.5
11-11-2005	4.22
08-21-2005	4.68
07-21-2005	3.93
07-20-2005	4.72
03-24-2005	4.35
02-14-2005	4.72
01-30-2005	4.65
04-25-2004	4.55
04-01-2004	4.23
03-27-2004	4.97
05-16-2014	4.33
05-15-2014	4.89
05-11-2014	4.99
05-18-2014	5.0
05-20-2014	4.6
05-20-2014	4.91
05-22-2014	4.8
